gl_account_number,gl_account_name,gl_month,gl_year,gl_amount,gl_src,scd_active,scd_start,scd_end
111010100,Cash,06,2021,0.0,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
111010200,Current A/C Balance,06,2021,42920828.32,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
111010300,Saving A/C Balance,06,2021,37.94,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
111010000,Cash,06,2021,42920866.26,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
111020400,Cash in bank-fixed deposit (not over 3 mths),06,2021,0.0,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
111020000,Cash equivalents,06,2021,0.0,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
111000000,Cash and cash equivalents,06,2021,42920866.26,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
112010100,Trade receivables - Related parties,06,2021,2599292481.63,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
112010200,Trade receivables - Other parties,06,2021,3268568654.82,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
112010210,Allowance for impair loss-trade receivables - Other parties,06,2021,-75495747.57,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
112010300,Notes receivable,06,2021,5523968.99,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
112010000,Trade receivables,06,2021,5797889357.87,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
112020150,Other receivable - Employees,06,2021,1456206.61,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
112020200,Other receivable - Others,06,2021,443897142.92,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
112020210,Allowance for impairment loss on other receivables,06,2021,-18243446.06,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
112020410,Accrued interest income,06,2021,24659023.49,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
112020490,Accrued incomes - Others,06,2021,12912073.96,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
112020500,Prepaid expenses - Royalty fee & License,06,2021,13291871.28,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
112020510,Prepaid expense - Other tax,06,2021,1934223.12,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
112020520,Prepaid Expense-Rent,06,2021,261900.36,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
112020590,Prepaid expenses - Others,06,2021,73965866.43,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
112020600,Advances payment-Goods/Services,06,2021,1569449.88,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
112020610,Advance payment for PPE,06,2021,29314153.55,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
112020690,Advance payment for Others,06,2021,0.0,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
112020700,Deposits - Paid,06,2021,999307.1,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
112020910,Refundable Tax (Non CIT),06,2021,88878053.68,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
112020920,Value added tax (Input tax > Output tax),06,2021,7680386.06,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
112020930,VAT-Input Tax - Deferred (Recoverable),06,2021,18822675.91,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
112020940,Import duty refund,06,2021,0.0,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
112020950,Tax refund coupon,06,2021,4152295.24,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
112020000,Other receivables,06,2021,705551183.53,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
112030100,Contract assets,06,2021,12905221.52,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
112030000,Current contract assets,06,2021,12905221.52,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
112000000,Trade and other current receivables,06,2021,6516345762.92,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
113020100,Short-term loans - Related parties,06,2021,5000302034.24,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
113020000,Short-term loans,06,2021,5000302034.24,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
113000000,Short-term Loans,06,2021,5000302034.24,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
114010100,Finished goods,06,2021,1348017492.9,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
114010110,Accumulated decline in value of finished goods,06,2021,-9339823.33,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
114010000,Finished goods,06,2021,1338677669.57,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
114020100,Goods in process,06,2021,102216905.09,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
114020110,Accumulated decline in value of goods in process,06,2021,-3782904.13,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
114020000,Goods in process,06,2021,98434000.96,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
114030100,Raw materials,06,2021,2044944331.24,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
114030110,Accumulated decline in value of raw materials,06,2021,-29150761.98,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
114030000,Raw materials,06,2021,2015793569.26,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
114040100,Spare parts,06,2021,284547219.89,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
114040120,Accumulated other write-down of spare parts,06,2021,-24290659.19,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
114040000,Spare parts,06,2021,260256560.7,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
114050100,"Stores, supplies and others",06,2021,384418910.33,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
114050110,"Accumulated decline in value of stores, supplies and others",06,2021,0.0,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
114050120,"Accumulated other write-down of stores, supplies and others",06,2021,-3157883.36,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
114050000,"Stores, supplies and others",06,2021,381261026.97,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
114060100,Goods in transit,06,2021,1273563647.13,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
114060000,Goods in transit,06,2021,1273563647.13,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
114000000,Inventories,06,2021,5367986474.59,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
115040100,Fixed deposit maturity within 1 year - Amortized cost,06,2021,0.0,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
115040000,Fixed deposit maturity within 1 year - Amortized cost,06,2021,0.0,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
115080210,Derivative assets - Foreign exchange risk - Fair value adj.,06,2021,2760631.34,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
115080310,Derivative assets - Interest risk- Fair value adj.,06,2021,0.0,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
115080000,Derivative assets,06,2021,2760631.34,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
115000000,Other current financial assets,06,2021,2760631.34,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
116010100,Corporate income tax assets - Current Year,06,2021,9156615.72,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
116010200,Corporate income tax assets - Prior Year,06,2021,0.0,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
116010000,Corporate income tax assets,06,2021,9156615.72,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
